date UTC since epoch [s],Voltage U[V],master measured U[bit],slave measured U[bit]
1649928603.168907,59.5,3325,3333
1649928611.906442,59.5,3325,3333
1649928621.0709794,59.5,3323,3333
1649928629.8937776,59.5,3324,3333
1649928638.4987655,59.5,3325,3333
1649928646.686646,59.5,3324,3333
1649928655.8961017,59.5,3324,3333
1649928664.0982823,59.5,3324,3333
1649928673.3070474,59.5,3325,3333
1649928682.0184896,59.5,3324,3332
1649928690.716644,59.5,3325,3333
1649928699.416773,59.5,3325,3334
1649928708.1270666,59.5,3324,3334
1649928716.8278415,59.5,3325,3333
1649928726.0472217,59.5,3324,3333
1649928734.236947,59.5,3324,3333
1649928742.929426,59.5,3324,3332
1649928751.64694,59.5,3324,3333
1649928760.349141,59.5,3324,3333
1649928769.0576348,59.5,3325,3333
1649928778.272214,59.5,3324,3333
1649928786.9810078,59.5,3325,3333
1649928796.1867797,59.5,3325,3333
1649928804.90191,59.5,3325,3333
1649928814.1071167,59.5,3325,3332
1649928823.328158,59.5,3325,3334
1649928832.5376863,59.5,3324,3333
1649928841.247445,59.5,3324,3334
1649928850.4576044,59.5,3324,3333
1649928859.1670825,59.5,3324,3333
1649928867.8672447,59.5,3325,3333
1649928876.578916,59.5,3324,3333
1649928885.7869115,59.5,3325,3333
1649928894.4974654,59.5,3324,3333
1649928903.7096992,59.5,3324,3333
1649928912.4172113,59.5,3325,3333
1649928921.6284032,59.5,3323,3333
1649928930.338639,59.5,3323,3333
1649928939.5440814,59.5,3324,3333
1649928948.7681026,59.5,3324,3333
1649928957.994538,59.5,3323,3333
1649928966.6879854,59.5,3324,3333
1649928975.8981273,59.5,3325,3333
1649928984.6081674,59.5,3324,3333
1649928993.817675,59.5,3324,3333
1649929003.0374901,59.5,3324,3333
1649929012.2954452,59.5,3324,3333
1649929020.9647746,59.5,3324,3333
1649929029.1494482,59.5,3324,3332
1649929037.8506958,59.5,3325,3333
1649929046.5577796,59.5,3324,3333
1649929055.2584057,59.5,3325,3333
1649929063.9692638,59.5,3324,3333
1649929073.1783657,59.5,3324,3333
1649929081.8883042,59.5,3325,3333
1649929091.098688,59.5,3323,3334
1649929100.3181605,59.5,3325,3333
1649929109.528468,59.5,3325,3333
1649929118.2383556,59.5,3325,3333
1649929126.9385517,59.5,3324,3333
1649929136.16707,59.5,3324,3333
1649929144.8581927,59.5,3324,3334
1649929154.079016,59.5,3324,3334
1649929162.7792525,59.5,3324,3333
1649929171.9994028,59.5,3325,3333
1649929181.2095523,59.5,3324,3334
1649929189.9189045,59.5,3324,3333
1649929199.167442,59.5,3324,3333
1649929207.8391294,59.5,3324,3333
1649929216.5396204,59.5,3324,3332
1649929225.2496176,59.5,3325,3333
1649929234.461183,59.5,3325,3334
1649929243.6808732,59.5,3324,3333
1649929252.8894057,59.5,3325,3333
1649929261.5997086,59.5,3324,3333
1649929270.8103778,59.5,3325,3333
1649929279.5188794,59.5,3324,3333
1649929288.7301552,59.5,3324,3334
1649929297.440085,59.5,3324,3333
1649929306.6492677,59.5,3324,3333
1649929315.3773718,59.5,3324,3333
1649929324.5700123,59.5,3324,3333
1649929333.295087,59.5,3325,3333
1649929342.4898803,59.5,3324,3333
1649929351.1997826,59.5,3324,3333
1649929359.8992627,59.5,3324,3333
1649929369.1205225,59.5,3324,3333
1649929378.3301392,59.5,3325,3334
1649929387.0402246,59.5,3324,3333
1649929396.2494113,59.5,3324,3333
1649929405.469777,59.5,3324,3333
1649929414.692111,59.5,3324,3334
1649929423.390229,59.5,3324,3333
1649929432.6024506,59.5,3325,3333
1649929441.3099456,59.5,3324,3333
1649929450.0107722,59.5,3324,3333
1649929458.7213938,59.5,3325,3333
1649929467.9307528,59.5,3324,3334
1649929477.198162,59.5,3324,3333
1649929485.8510494,59.5,3325,3333
1649929494.5616517,59.5,3324,3333
1649929503.77073,59.5,3323,3333
1649929512.9912481,59.5,3324,3334
1649929521.69321,59.5,3324,3333
1649929530.9107523,59.5,3325,3333
1649929540.125291,59.5,3324,3332
1649929549.340344,59.5,3324,3333
1649929558.5605605,59.5,3325,3333
1649929567.7722282,59.5,3324,3332
1649929577.0056612,59.5,3325,3333
1649929586.2001953,59.5,3324,3333
1649929595.4203637,59.5,3324,3333
1649929604.1208603,59.5,3324,3334
1649929612.8313618,59.5,3325,3333
1649929621.537345,59.5,3324,3333
1649929630.7507164,59.5,3324,3333
1649929639.965835,59.5,3325,3333
1649929649.1774635,59.5,3324,3333
1649929658.4014227,59.5,3324,3333
1649929667.665503,59.5,3324,3333
1649929676.8312948,59.5,3325,3333
1649929686.0471268,59.5,3324,3333
1649929695.2633598,59.5,3324,3333
1649929704.4816751,59.5,3325,3334
1649929713.6980019,59.5,3324,3334
1649929722.9176073,59.5,3325,3333
1649929732.1218612,59.5,3324,3333
1649929740.8317964,59.5,3324,3334
1649929750.052742,59.5,3324,3333
1649929759.264603,59.5,3325,3333
1649929767.9617689,59.5,3325,3333
1649929776.672144,59.5,3324,3333
1649929785.882058,59.5,3325,3333
1649929794.5923922,59.5,3324,3333
1649929803.8005302,59.5,3324,3333
1649929812.5130856,59.5,3325,3333
1649929821.7220755,59.5,3325,3334
1649929831.9621525,59.5,3325,3333
1649929840.6725974,59.5,3325,3333
1649929849.8821614,59.5,3325,3334
1649929859.1065936,59.5,3324,3334
1649929867.8016272,59.5,3324,3333
1649929876.5121121,59.5,3325,3333
1649929885.722986,59.5,3324,3334
1649929894.9453976,59.5,3325,3333
1649929903.6424558,59.5,3325,3333
1649929912.3540204,59.5,3324,3333
1649929921.5632558,59.5,3324,3333
1649929930.7827094,59.5,3324,3333
1649929939.474354,59.5,3323,3333
1649929948.7018125,59.5,3324,3333
1649929957.915362,59.5,3324,3333
1649929967.1323087,59.5,3325,3333
1649929976.3541908,59.5,3324,3333
1649929985.566797,59.5,3324,3333
1649929994.7828493,59.5,3325,3333
1649930003.9966624,59.5,3325,3333
1649930012.7019353,59.5,3325,3333
1649930021.404102,59.5,3324,3333
1649930030.6227293,59.5,3323,3333
1649930039.836139,59.5,3325,3333
1649930049.054126,59.5,3325,3334
1649930058.2756853,59.5,3324,3333
1649930067.4860523,59.5,3325,3333
1649930076.7035563,59.5,3325,3333
1649930085.9183037,59.5,3325,3334
1649930094.6225,59.5,3324,3332
1649930103.8326857,59.5,3325,3333
1649930113.054183,59.5,3325,3333
1649930121.7523658,59.5,3324,3333
1649930131.032879,59.5,3325,3334
1649930140.1934552,59.5,3325,3333
1649930149.4063623,59.5,3325,3334
1649930158.6224432,59.5,3324,3333
1649930167.8383226,59.5,3324,3333
1649930177.054643,59.5,3324,3333
1649930186.2733805,59.5,3324,3333
1649930195.4690263,59.5,3325,3333
1649930204.1943955,59.5,3324,3333
1649930213.4075904,59.5,3324,3333
1649930222.6239092,59.5,3325,3333
1649930231.8329933,59.5,3325,3333
1649930241.0547647,59.5,3324,3333
1649930250.273005,59.5,3325,3333
1649930259.4734976,59.5,3325,3333
1649930268.7055988,59.5,3325,3334
1649930277.9132597,59.5,3325,3333
1649930287.1369555,59.5,3324,3333
1649930296.3427408,59.5,3325,3333
1649930305.080978,59.5,3325,3333
1649930314.2637987,59.5,3324,3333
1649930322.978999,59.5,3325,3333
1649930331.7404904,59.5,3324,3333
1649930340.8988209,59.5,3325,3334
1649930350.1111488,59.5,3324,3333
1649930359.3233247,59.5,3325,3333
1649930368.0253515,59.5,3324,3333
1649930376.7364738,59.5,3325,3333
1649930385.4332101,59.5,3325,3333
1649930394.6536832,59.5,3324,3334
1649930403.3537188,59.5,3324,3333
1649930412.588028,59.5,3324,3333
1649930421.7866752,59.5,3324,3333
1649930431.0124564,59.5,3326,3334
1649930440.226577,59.5,3324,3333
1649930449.4418845,59.5,3324,3333
1649930458.719345,59.5,3324,3334
1649930467.8674238,59.5,3324,3333
1649930476.5789568,59.5,3324,3333
1649930485.7839358,59.5,3324,3333
1649930494.4995222,59.5,3325,3333
1649930503.1940997,59.5,3324,3333
1649930511.9077454,59.5,3324,3333
1649930521.11349,59.5,3325,3333
1649930529.8272898,59.5,3324,3333
1649930539.033713,59.5,3325,3333
1649930547.7482588,59.5,3324,3333
1649930556.9549484,59.5,3324,3333
1649930565.6693592,59.5,3324,3334
1649930574.8739798,59.5,3325,3333
1649930584.1009464,59.5,3324,3333
1649930592.7940967,59.5,3325,3333
1649930601.5097075,59.5,3325,3333
1649930610.7153904,59.5,3324,3333
1649930619.4562254,59.5,3324,3333
1649930628.6340442,59.5,3325,3333
1649930637.3434951,59.5,3324,3333
1649930646.5535085,59.5,3325,3333
1649930655.774313,59.5,3324,3334
1649930664.9845114,59.5,3324,3333
1649930673.694151,59.5,3325,3333
1649930682.89459,59.5,3325,3333
1649930691.613585,59.5,3324,3333
1649930700.823664,59.5,3324,3333
1649930709.5339282,59.5,3324,3334
1649930718.234641,59.5,3324,3333
1649930727.454428,59.5,3324,3333
1649930736.6646056,59.5,3324,3333
1649930745.3750563,59.5,3324,3333
1649930754.5846648,59.5,3325,3333
1649930763.2950952,59.5,3325,3333
1649930772.5044296,59.5,3325,3333
1649930781.2145224,59.5,3325,3332
1649930790.423856,59.5,3324,3334
1649930799.1365445,59.5,3324,3333
1649930808.3443363,59.5,3324,3333
1649930817.0555854,59.5,3325,3333
1649930826.2651362,59.5,3325,3333
1649930834.9757223,59.5,3324,3333
1649930844.1844852,59.5,3325,3333
1649930852.8952181,59.5,3324,3333
1649930862.104474,59.5,3324,3333
1649930870.8159208,59.5,3324,3334
1649930880.0285723,59.5,3325,3334
1649930889.2450712,59.5,3325,3333
1649930897.9448,59.5,3324,3333
1649930906.6541123,59.5,3324,3333
1649930915.866724,59.5,3325,3333
1649930924.574825,59.5,3324,3333
1649930933.8078887,59.5,3324,3333
1649930942.495813,59.5,3324,3333
1649930951.7060337,59.5,3325,3333
1649930960.4865396,59.5,3325,3333
1649930969.6264029,59.5,3324,3332
1649930978.8494067,59.5,3325,3333
1649930988.0597386,59.5,3324,3333
1649930997.2747087,59.5,3324,3333
1649931006.495481,59.5,3324,3333
1649931015.7062707,59.5,3325,3333
1649931024.933471,59.5,3325,3333
1649931034.1400814,59.5,3324,3333
1649931042.8478634,59.5,3325,3333
1649931052.0548985,59.5,3324,3333
1649931060.7665296,59.5,3324,3334
1649931069.9760385,59.5,3324,3333
1649931078.685791,59.5,3324,3333
1649931087.8950586,59.5,3324,3334
1649931096.6057544,59.5,3324,3333
1649931105.8157313,59.5,3324,3333
1649931114.5257475,59.5,3325,3332
1649931123.7361922,59.5,3325,3333
1649931132.4463663,59.5,3325,3333
1649931141.6565394,59.5,3324,3333
1649931150.3719802,59.5,3325,3333
1649931159.5747836,59.5,3324,3333
1649931168.2865138,59.5,3325,3333
1649931177.495644,59.5,3324,3333
1649931186.2069101,59.5,3325,3333
1649931194.9074957,59.5,3325,3333
1649931204.1259627,59.5,3324,3333
1649931212.8275576,59.5,3325,3333
1649931221.5357049,59.5,3324,3333
1649931230.7497106,59.5,3324,3333
1649931239.455941,59.5,3325,3333
1649931248.667631,59.5,3324,3333
1649931257.8862946,59.5,3324,3333
1649931267.1044745,59.5,3324,3333
1649931275.8083222,59.5,3325,3333
1649931285.1012177,59.5,3324,3333
1649931293.7274187,59.5,3325,3333
1649931301.9160087,59.5,3324,3333
1649931311.137149,59.5,3325,3333
1649931320.347492,59.5,3324,3333
1649931329.5479872,59.5,3324,3333
1649931338.7762358,59.5,3324,3333
1649931348.0015337,59.5,3324,3333
1649931357.2220514,59.5,3324,3333
1649931366.4294639,59.5,3324,3333
1649931375.6495497,59.5,3325,3333
1649931384.8600514,59.5,3324,3333
1649931394.0754066,59.5,3324,3333
1649931403.2986848,59.5,3324,3333
1649931412.506094,59.5,3324,3334
1649931421.7319982,59.5,3324,3333
1649931430.935958,59.5,3324,3333
1649931440.1574059,59.5,3324,3332
1649931449.3816051,59.5,3324,3333
1649931458.5865965,59.5,3325,3334
1649931467.8060007,59.5,3324,3333
1649931477.0225074,59.5,3323,3333
1649931486.2394946,59.5,3325,3333
1649931495.4495094,59.5,3324,3333
1649931503.6468096,59.5,3325,3333
1649931512.8608563,59.5,3324,3333
1649931522.0759087,59.5,3324,3333
1649931531.2863226,59.5,3324,3333
1649931540.0001473,59.5,3325,3333
1649931549.297334,59.5,3325,3333
1649931558.4266906,59.5,3324,3333
1649931567.126377,59.5,3325,3333
1649931575.837471,59.5,3325,3332
1649931585.046667,59.5,3325,3334
1649931593.7595549,59.5,3325,3334
1649931602.9668598,59.5,3325,3333
1649931612.1868632,59.5,3324,3333
1649931620.88687,59.5,3324,3333
1649931629.5988748,59.5,3325,3333
1649931638.8076847,59.5,3324,3334
1649931647.519017,59.5,3325,3333
1649931656.7264059,59.5,3324,3333
1649931665.4366813,59.5,3324,3333
1649931674.646845,59.5,3325,3333
1649931683.8686726,59.5,3325,3333
1649931692.5670533,59.5,3325,3333
1649931701.2775242,59.5,3324,3333
1649931709.9768238,59.5,3325,3334
1649931718.6881166,59.5,3324,3333
1649931727.8963995,59.5,3324,3334
1649931736.6091695,59.5,3325,3333
1649931745.8170907,59.5,3324,3334
1649931754.5271788,59.5,3324,3334
1649931763.737811,59.5,3324,3333
1649931772.9618473,59.5,3325,3334
1649931782.1681137,59.5,3324,3332
1649931790.8784008,59.5,3324,3334
1649931799.5784156,59.5,3324,3333
1649931808.2911296,59.5,3325,3333
1649931817.4967284,59.5,3325,3333
1649931826.2076254,59.5,3325,3333
1649931835.417564,59.5,3324,3333
1649931844.6407716,59.5,3325,3333
1649931853.3376193,59.5,3324,3333
1649931862.0488842,59.5,3324,3333
1649931871.2580986,59.5,3325,3334
1649931879.9680927,59.5,3324,3333
1649931889.1772404,59.5,3324,3333
1649931898.3973837,59.5,3325,3333
1649931907.6069953,59.5,3324,3333
1649931916.317157,59.5,3325,3333
1649931925.5763328,59.5,3325,3333
1649931934.2381306,59.5,3324,3334
1649931943.44793,59.5,3325,3333
1649931952.1578655,59.5,3324,3333
1649931961.3676033,59.5,3324,3333
1649931970.078202,59.5,3325,3333
1649931979.29017,59.5,3324,3333
1649931987.9978626,59.5,3324,3333
1649931996.6988766,59.5,3324,3333
1649932005.919641,59.5,3324,3333
1649932015.128347,59.5,3324,3333
1649932023.8377934,59.5,3325,3334
1649932033.0484426,59.5,3325,3334
1649932041.7578447,59.5,3325,3333
1649932050.9681418,59.5,3324,3334
1649932059.6784027,59.5,3325,3333
1649932068.8880913,59.5,3324,3333
1649932077.6004066,59.5,3325,3333
1649932086.8084903,59.5,3324,3333
1649932095.509764,59.5,3325,3333
1649932104.7306826,59.5,3325,3333
1649932113.4385545,59.5,3324,3333
1649932122.6502943,59.5,3324,3333
1649932131.8683898,59.5,3324,3333
1649932141.0797815,59.5,3324,3333
1649932149.7885368,59.5,3325,3333
1649932158.998035,59.5,3324,3333
1649932168.2187426,59.5,3325,3333
1649932177.43821,59.5,3324,3333
1649932186.1391382,59.5,3324,3333
1649932194.839683,59.5,3324,3333
1649932203.5482202,59.5,3324,3333
1649932212.2485223,59.5,3325,3333
1649932220.9584076,59.5,3324,3333
1649932230.1684341,59.5,3324,3333
1649932238.8786929,59.5,3325,3333
1649932248.089318,59.5,3324,3333
1649932257.3080833,59.5,3324,3333
1649932266.0097647,59.5,3324,3333
1649932274.7187157,59.5,3324,3333
1649932283.9293911,59.5,3324,3332
1649932292.6393213,59.5,3325,3333
1649932301.9506433,59.5,3324,3334
1649932310.5595179,59.5,3324,3333
1649932319.7685554,59.5,3324,3333
1649932328.4777727,59.5,3325,3333
1649932337.6896772,59.5,3325,3333
1649932346.399679,59.5,3324,3333
1649932355.610188,59.5,3324,3333
1649932364.3188393,59.5,3325,3333
1649932373.529136,59.5,3324,3334
1649932382.748754,59.5,3325,3333
1649932391.9629035,59.5,3324,3333
1649932401.1797996,59.5,3325,3333
1649932410.399414,59.5,3324,3333
1649932419.6094542,59.5,3325,3333
1649932428.830358,59.5,3324,3333
1649932438.0437775,59.5,3324,3333
1649932447.2596357,59.5,3324,3333
1649932456.480221,59.5,3324,3333
1649932465.7002804,59.5,3324,3333
1649932474.9096634,59.5,3325,3333
1649932484.1188347,59.5,3325,3333
1649932492.8303034,59.5,3324,3333
1649932502.0456445,59.5,3325,3333
1649932511.260846,59.5,3324,3333
1649932520.480661,59.5,3324,3334
1649932529.6926239,59.5,3324,3333
1649932538.3995237,59.5,3325,3333
1649932547.716242,59.5,3325,3333
1649932556.831125,59.5,3325,3333
1649932566.0464256,59.5,3324,3333
1649932575.2613733,59.5,3325,3333
1649932584.4797537,59.5,3325,3333
1649932593.6943595,59.5,3324,3334
1649932602.9004045,59.5,3324,3333
1649932612.1706479,59.5,3324,3333
1649932620.8308275,59.5,3324,3333
1649932630.0399055,59.5,3324,3333
1649932639.2628086,59.5,3324,3333
1649932648.4696515,59.5,3324,3334
1649932657.1838198,59.5,3325,3333
1649932666.3898413,59.5,3324,3334
1649932675.1041758,59.5,3324,3333
1649932684.3101044,59.5,3324,3333
1649932693.0256321,59.5,3325,3333
1649932701.720311,59.5,3324,3334
1649932710.4306216,59.5,3325,3333
1649932719.6412234,59.5,3325,3333
1649932728.861967,59.5,3325,3333
1649932737.5610988,59.5,3324,3334
1649932746.7833185,59.5,3324,3333
1649932755.4720547,59.5,3325,3333
1649932764.191155,59.5,3324,3333
1649932773.4005597,59.5,3324,3333
1649932782.111658,59.5,3325,3333
1649932791.3206842,59.5,3325,3333
1649932800.52977,59.5,3324,3333
1649932809.8646214,59.5,3324,3333
1649932818.4673774,59.5,3325,3333
1649932827.1605208,59.5,3324,3333
1649932835.872482,59.5,3324,3333
1649932845.0808535,59.5,3325,3333
1649932853.7928035,59.5,3324,3333
1649932863.0008187,59.5,3324,3333
1649932871.7136986,59.5,3324,3333
1649932880.920469,59.5,3324,3333
1649932889.631892,59.5,3324,3333
1649932898.8415496,59.5,3324,3334
1649932908.0606,59.5,3324,3332
1649932917.2717206,59.5,3324,3333
1649932926.5054023,59.5,3324,3333
1649932935.1918457,59.5,3325,3333
1649932944.4193728,59.5,3324,3334
1649932953.6309724,59.5,3325,3334
1649932962.8423388,59.5,3324,3333
1649932972.061666,59.5,3324,3333
1649932981.2708778,59.5,3325,3333
1649932989.981492,59.5,3324,3333
1649932999.1916416,59.5,3325,3333
1649933007.9003356,59.5,3324,3334
1649933017.1132243,59.5,3325,3333
1649933025.8204567,59.5,3325,3333
1649933035.0307298,59.5,3325,3333
1649933043.7420857,59.5,3324,3333
1649933052.951099,59.5,3324,3334
1649933061.6606421,59.5,3325,3333
1649933070.8713846,59.5,3324,3333
1649933079.58175,59.5,3324,3333
1649933088.7911155,59.5,3324,3334
1649933097.5020936,59.5,3324,3333
1649933106.7113948,59.5,3325,3333
1649933115.4215815,59.5,3324,3333
1649933124.6315377,59.5,3325,3333
1649933133.3422492,59.5,3324,3333
1649933142.6551833,59.5,3324,3333
1649933151.2623627,59.5,3323,3333
1649933160.4729288,59.5,3324,3333
1649933169.1820083,59.5,3325,3333
1649933178.3933384,59.5,3325,3333
1649933187.1020632,59.5,3324,3333
1649933196.3114982,59.5,3324,3333
1649933205.5336373,59.5,3324,3333
1649933214.2350035,59.5,3325,3333
1649933222.9437711,59.5,3324,3333
1649933232.1515386,59.5,3323,3333
1649933240.8632336,59.5,3324,3333
1649933250.0718918,59.5,3325,3333
1649933259.2918918,59.5,3325,3334
1649933268.502162,59.5,3324,3333
1649933277.2118807,59.5,3324,3333
1649933286.4223528,59.5,3325,3333
1649933295.1328263,59.5,3324,3333
1649933303.832682,59.5,3324,3333
1649933312.5427399,59.5,3324,3334
1649933321.75178,59.5,3324,3333
1649933330.9736857,59.5,3324,3333
1649933339.692616,59.5,3324,3334
1649933348.3813934,59.5,3325,3333
1649933357.5917957,59.5,3325,3333
1649933366.814336,59.5,3324,3333
1649933375.5119462,59.5,3325,3333
1649933384.2226205,59.5,3325,3333
1649933393.432032,59.5,3324,3333
1649933402.6519806,59.5,3324,3333
1649933411.35419,59.5,3324,3333
1649933420.0642147,59.5,3325,3333
1649933429.271951,59.5,3325,3333
1649933437.9834328,59.5,3324,3333
1649933447.7044184,59.5,3324,3333
1649933456.4124484,59.5,3325,3333
1649933465.1147003,59.5,3325,3333
1649933474.3324451,59.5,3323,3333
1649933483.54224,59.5,3325,3334
1649933492.2525122,59.5,3324,3333
1649933501.4616992,59.5,3324,3333
1649933510.6834433,59.5,3325,3334
1649933519.382308,59.5,3324,3333
1649933528.0930731,59.5,3324,3333
1649933537.3028486,59.5,3324,3333
1649933546.0155237,59.5,3324,3334
1649933555.2226956,59.5,3324,3333
1649933563.9328494,59.5,3325,3333
1649933573.143273,59.5,3325,3333
1649933581.8524818,59.5,3324,3333
1649933591.0629044,59.5,3325,3334
1649933599.7742028,59.5,3324,3333
1649933608.9825907,59.5,3325,3333
1649933617.6928377,59.5,3324,3334
1649933626.9025323,59.5,3323,3333
1649933635.6126602,59.5,3325,3333
1649933644.8230062,59.5,3325,3333
1649933653.532912,59.5,3325,3333
1649933662.7431011,59.5,3325,3333
1649933671.4538116,59.5,3325,3333
1649933680.6898592,59.5,3324,3333
1649933689.373494,59.5,3324,3333
1649933698.5836518,59.5,3325,3333
1649933707.8029885,59.5,3324,3333
1649933716.503992,59.5,3324,3334
1649933725.2142136,59.5,3324,3333
1649933734.427952,59.5,3325,3333
1649933743.642978,59.5,3324,3333
1649933752.86372,59.5,3324,3334
1649933762.073051,59.5,3325,3334
1649933771.29467,59.5,3324,3334
1649933780.5061576,59.5,3324,3333
1649933789.7232835,59.5,3325,3333
1649933798.937136,59.5,3325,3333
1649933808.1539962,59.5,3324,3333
1649933817.3737216,59.5,3323,3333
1649933826.583173,59.5,3324,3333
1649933835.8027055,59.5,3324,3333
1649933845.0160627,59.5,3325,3333
1649933853.720522,59.5,3324,3333
1649933862.932944,59.5,3325,3333
1649933872.156594,59.5,3324,3333
1649933880.85363,59.5,3324,3333
1649933890.0735676,59.5,3324,3333
1649933898.7742684,59.5,3324,3333
1649933907.4850152,59.5,3325,3333
1649933916.6943,59.5,3325,3333
1649933925.4043875,59.5,3325,3333
1649933934.6138477,59.5,3324,3334
1649933943.8343194,59.5,3325,3333
1649933952.5339427,59.5,3325,3333
1649933961.2454515,59.5,3324,3333
1649933970.4540474,59.5,3325,3333
1649933979.1667054,59.5,3324,3334
1649933988.3744886,59.5,3324,3333
1649933997.0927942,59.5,3324,3333
1649934006.2937808,59.5,3325,3333
1649934015.0038047,59.5,3324,3333
1649934024.2140734,59.5,3324,3333
1649934032.9238594,59.5,3324,3334
1649934041.6244566,59.5,3324,3334
1649934050.3353014,59.5,3324,3334
1649934059.5433984,59.5,3324,3333
1649934068.2558377,59.5,3325,3333
1649934077.464271,59.5,3325,3333
1649934086.1768122,59.5,3325,3333
1649934095.3938699,59.5,3325,3333
1649934104.097337,59.5,3324,3333
1649934113.3061166,59.5,3324,3333
1649934122.5252602,59.5,3324,3334
1649934131.7345924,59.5,3325,3333
1649934140.4509282,59.5,3324,3333
1649934149.6571276,59.5,3325,3333
1649934158.3659308,59.5,3324,3333
1649934167.0649345,59.5,3325,3333
1649934175.7750227,59.5,3325,3333
1649934184.4784007,59.5,3324,3333
1649934193.6953635,59.5,3325,3333
1649934202.904108,59.5,3324,3334
1649934211.6142232,59.5,3324,3334
1649934220.8253565,59.5,3324,3333
1649934230.0472124,59.5,3324,3333
1649934239.25691,59.5,3324,3334
1649934248.4752188,59.5,3325,3333
1649934257.6957695,59.5,3324,3333
1649934266.906822,59.5,3325,3333
1649934276.1246622,59.5,3324,3333
1649934285.3344345,59.5,3325,3333
1649934294.55416,59.5,3325,3333
1649934303.7772336,59.5,3325,3333
1649934312.9875748,59.5,3325,3332
1649934322.2049847,59.5,3325,3333
1649934331.414441,59.5,3324,3333
1649934340.1238034,59.5,3325,3333
1649934349.3358145,59.5,3324,3333
1649934358.5559258,59.5,3324,3333
1649934367.7649932,59.5,3325,3334
1649934376.4762235,59.5,3324,3333
1649934385.1744046,59.5,3325,3333
1649934394.3967962,59.5,3324,3333
1649934403.6181006,59.5,3325,3334
1649934412.31749,59.5,3324,3333
1649934421.5250766,59.5,3325,3333
1649934430.235109,59.5,3324,3333
1649934438.9347973,59.5,3324,3333
1649934447.6412604,59.5,3324,3333
1649934456.855428,59.5,3325,3333
1649934465.5660846,59.5,3324,3333
1649934474.774726,59.5,3324,3333
1649934483.486582,59.5,3324,3333
1649934492.695158,59.5,3325,3333
1649934501.4069653,59.5,3325,3333
1649934510.6145418,59.5,3324,3333
1649934519.325147,59.5,3324,3333
1649934528.5354443,59.5,3325,3333
1649934537.2453156,59.5,3325,3333
1649934546.4553773,59.5,3324,3334
1649934555.1654334,59.5,3324,3334
1649934564.375248,59.5,3325,3333
1649934573.0855868,59.5,3325,3332
1649934582.2958555,59.5,3325,3333
1649934591.005663,59.5,3325,3333
1649934600.216129,59.5,3324,3333
1649934609.43518,59.5,3325,3334
1649934618.6448958,59.5,3325,3334
1649934627.8653343,59.5,3324,3332
1649934636.5655222,59.5,3325,3333
1649934645.785547,59.5,3325,3333
1649934654.4856076,59.5,3325,3332
1649934663.1967432,59.5,3324,3334
1649934672.4066246,59.5,3325,3333
1649934681.1160522,59.5,3324,3334
1649934690.3256505,59.5,3324,3333
1649934699.0357957,59.5,3324,3333
1649934708.245337,59.5,3325,3333
1649934716.9556763,59.5,3324,3333
1649934726.1675677,59.5,3324,3333
1649934734.8750086,59.5,3324,3333
1649934744.0858479,59.5,3324,3333
1649934752.7974658,59.5,3324,3334
1649934762.004858,59.5,3324,3334
1649934770.7160482,59.5,3325,3333
1649934779.4169796,59.5,3324,3333
1649934788.6365826,59.5,3324,3333
1649934797.846141,59.5,3325,3334
1649934806.5572684,59.5,3325,3334
1649934815.2561705,59.5,3324,3333
1649934823.9662359,59.5,3325,3333
1649934832.6667206,59.5,3325,3333
1649934841.3607075,59.5,3323,3332
1649934850.077207,59.5,3325,3333
1649934858.7762928,59.5,3325,3334
1649934867.9979146,59.5,3325,3333
1649934877.2065573,59.5,3324,3333
1649934885.9196575,59.5,3324,3333
1649934895.1272283,59.5,3325,3334
1649934903.8340812,59.5,3324,3333
1649934913.0765157,59.5,3324,3334
1649934922.2717662,59.5,3324,3333
1649934931.489579,59.5,3325,3332
1649934940.1880295,59.5,3324,3333
1649934949.3973587,59.5,3325,3333
1649934958.1066844,59.5,3325,3333
1649934966.806628,59.5,3324,3333
1649934976.0274763,59.5,3325,3334
1649934985.236884,59.5,3324,3333
1649934993.9474924,59.5,3325,3333
1649935003.157248,59.5,3325,3333
1649935011.8678813,59.5,3324,3333
1649935021.0775204,59.5,3324,3333
1649935029.276815,59.5,3325,3333
1649935038.4873435,59.5,3324,3333
1649935047.7093396,59.5,3324,3333
1649935056.9190707,59.5,3325,3334
1649935065.6278372,59.5,3325,3333
1649935074.837229,59.5,3325,3333
1649935083.547553,59.5,3325,3334
1649935092.2478528,59.5,3324,3333
1649935101.4575264,59.5,3325,3333
1649935110.176662,59.5,3324,3333
1649935118.8766885,59.5,3325,3333
1649935128.0880854,59.5,3325,3333
1649935136.797803,59.5,3324,3334
1649935146.0071836,59.5,3325,3333
1649935154.717258,59.5,3325,3334
1649935163.9289548,59.5,3325,3333
1649935172.6390357,59.5,3325,3334
1649935181.8474548,59.5,3324,3333
1649935191.069689,59.5,3324,3333
1649935200.2794058,59.5,3325,3333
1649935209.4877386,59.5,3325,3333
1649935218.7191296,59.5,3325,3333
1649935227.9288025,59.5,3324,3333
1649935237.1520813,59.5,3324,3333
1649935246.3611996,59.5,3324,3333
1649935255.577223,59.5,3324,3333
1649935264.799665,59.5,3325,3333
1649935274.0103796,59.5,3324,3334
1649935283.2278135,59.5,3325,3333
1649935292.4420004,59.5,3325,3333
